----------------------------------------------------------
initial solve
optimisation finished successfully after 129 iterations, 205 evaluations
optimisation failed with message Maximum number of function evaluations has been exceeded. after 246 iterations, 2000 evaluations
optimisation finished successfully after 110 iterations, 222 evaluations
optimisation finished successfully after 70 iterations, 176 evaluations
optimisation failed with message Maximum number of function evaluations has been exceeded. after 742 iterations, 2000 evaluations
optimisation finished successfully after 531 iterations, 823 evaluations
optimisation failed with message Maximum number of function evaluations has been exceeded. after 217 iterations, 2000 evaluations
optimisation finished successfully after 73 iterations, 182 evaluations
optimisation failed with message Maximum number of function evaluations has been exceeded. after 241 iterations, 2000 evaluations
optimisation failed with message Maximum number of function evaluations has been exceeded. after 296 iterations, 2000 evaluations
optimisation finished successfully after 232 iterations, 411 evaluations
optimisation finished successfully after 39 iterations, 133 evaluations
optimisation finished successfully after 73 iterations, 176 evaluations
optimisation finished successfully after 57 iterations, 160 evaluations
optimisation finished successfully after 115 iterations, 211 evaluations
optimisation finished successfully after 104 iterations, 208 evaluations
optimisation finished successfully after 70 iterations, 161 evaluations
optimisation finished successfully after 108 iterations, 204 evaluations
optimisation finished successfully after 81 iterations, 170 evaluations
optimisation finished successfully after 108 iterations, 206 evaluations
optimisation finished successfully after 83 iterations, 170 evaluations
optimisation finished successfully after 106 iterations, 215 evaluations
optimisation finished successfully after 108 iterations, 199 evaluations
optimisation finished successfully after 95 iterations, 187 evaluations
optimisation finished successfully after 117 iterations, 220 evaluations
optimisation finished successfully after 134 iterations, 240 evaluations
optimisation finished successfully after 94 iterations, 204 evaluations
optimisation finished successfully after 97 iterations, 195 evaluations
optimisation finished successfully after 84 iterations, 179 evaluations
optimisation finished successfully after 156 iterations, 286 evaluations
optimisation finished successfully after 139 iterations, 260 evaluations
optimisation finished successfully after 118 iterations, 223 evaluations
optimisation finished successfully after 205 iterations, 331 evaluations
optimisation finished successfully after 91 iterations, 189 evaluations
optimisation finished successfully after 101 iterations, 209 evaluations
optimisation finished successfully after 56 iterations, 139 evaluations
optimisation finished successfully after 141 iterations, 238 evaluations
optimisation finished successfully after 45 iterations, 130 evaluations
optimisation finished successfully after 49 iterations, 139 evaluations
optimisation finished successfully after 87 iterations, 176 evaluations
optimisation finished successfully after 92 iterations, 189 evaluations
optimisation finished successfully after 62 iterations, 147 evaluations
optimisation finished successfully after 50 iterations, 127 evaluations
optimisation finished successfully after 56 iterations, 133 evaluations
optimisation finished successfully after 56 iterations, 111 evaluations
----------------------------------------------------------
priority solve
random destroy transition at 92
optimisation failed with message Maximum number of function evaluations has been exceeded. after 380 iterations, 1600 evaluations
random destroy transition at 91
optimisation failed with message Maximum number of function evaluations has been exceeded. after 201 iterations, 1600 evaluations
random create transition at 6
optimisation finished successfully after 116 iterations, 212 evaluations
accept create segment at 6
random destroy transition at 7
optimisation finished successfully after 69 iterations, 134 evaluations
accept destroy segment 7
random destroy transition at 8
optimisation finished successfully after 65 iterations, 127 evaluations
random create transition at 37
optimisation finished successfully after 74 iterations, 165 evaluations
random destroy transition at 26
optimisation finished successfully after 70 iterations, 146 evaluations
accept destroy segment 26
random destroy transition at 63
optimisation finished successfully after 95 iterations, 182 evaluations
accept destroy segment 63
random destroy transition at 30
optimisation finished successfully after 89 iterations, 182 evaluations
accept destroy segment 30
random create transition at 65
optimisation finished successfully after 81 iterations, 189 evaluations
accept create segment at 65
random destroy transition at 14
optimisation finished successfully after 78 iterations, 144 evaluations
accept destroy segment 14
random create transition at 31
optimisation finished successfully after 93 iterations, 193 evaluations
random create transition at 1
optimisation finished successfully after 106 iterations, 178 evaluations
random create transition at 15
optimisation finished successfully after 85 iterations, 167 evaluations
accept create segment at 15
random destroy transition at 16
optimisation finished successfully after 94 iterations, 169 evaluations
accept destroy segment 16
random create transition at 17
optimisation finished successfully after 60 iterations, 142 evaluations
accept create segment at 17
random destroy transition at 18
optimisation finished successfully after 52 iterations, 115 evaluations
accept destroy segment 18
random create transition at 19
optimisation finished successfully after 78 iterations, 171 evaluations
random create transition at 27
optimisation finished successfully after 62 iterations, 158 evaluations
random create transition at 48
optimisation finished successfully after 119 iterations, 230 evaluations
random create transition at 64
optimisation finished successfully after 126 iterations, 217 evaluations
random create transition at 66
optimisation finished successfully after 77 iterations, 180 evaluations
random create transition at 76
random destroy transition at 83
optimisation finished successfully after 113 iterations, 204 evaluations
random create transition at 56
optimisation finished successfully after 51 iterations, 163 evaluations
accept create segment at 56
random destroy transition at 84
optimisation failed with message Maximum number of function evaluations has been exceeded. after 551 iterations, 1600 evaluations
random destroy transition at 87
optimisation failed with message Maximum number of function evaluations has been exceeded. after 586 iterations, 1600 evaluations
accept destroy segment 87
random destroy transition at 57
optimisation finished successfully after 56 iterations, 135 evaluations
accept destroy segment 57
random destroy transition at 58
optimisation finished successfully after 49 iterations, 120 evaluations
accept destroy segment 58
random create transition at 59
optimisation finished successfully after 85 iterations, 203 evaluations
random destroy transition at 88
optimisation failed with message Maximum number of function evaluations has been exceeded. after 634 iterations, 1600 evaluations
random create transition at 89
random destroy transition at 99
optimisation failed with message Maximum number of function evaluations has been exceeded. after 213 iterations, 1600 evaluations
random destroy transition at 38
optimisation finished successfully after 78 iterations, 155 evaluations
accept destroy segment 38
random create transition at 39
optimisation finished successfully after 73 iterations, 174 evaluations
random create transition at 55
optimisation finished successfully after 41 iterations, 130 evaluations
random create transition at 94
random create transition at 95
optimisation failed with message Maximum number of function evaluations has been exceeded. after 602 iterations, 2000 evaluations
random destroy transition at 52
optimisation finished successfully after 37 iterations, 113 evaluations
accept destroy segment 52
random create transition at 49
optimisation finished successfully after 63 iterations, 152 evaluations
random destroy transition at 53
optimisation finished successfully after 56 iterations, 132 evaluations
accept destroy segment 53
random create transition at 54
optimisation finished successfully after 67 iterations, 161 evaluations
accept create segment at 54
random create transition at 74
optimisation finished successfully after 50 iterations, 144 evaluations
accept create segment at 74
random destroy transition at 12
optimisation finished successfully after 52 iterations, 124 evaluations
random create transition at 11
optimisation finished successfully after 80 iterations, 171 evaluations
random create transition at 55
optimisation finished successfully after 69 iterations, 169 evaluations
random destroy transition at 71
optimisation finished successfully after 56 iterations, 135 evaluations
accept destroy segment 71
random create transition at 72
random destroy transition at 75
optimisation finished successfully after 69 iterations, 170 evaluations
accept destroy segment 75
random destroy transition at 76
optimisation finished successfully after 94 iterations, 185 evaluations
accept destroy segment 76
random create transition at 77
optimisation finished successfully after 72 iterations, 169 evaluations
random create transition at 96
optimisation failed with message Maximum number of function evaluations has been exceeded. after 345 iterations, 2000 evaluations
random destroy transition at 101
optimisation failed with message Maximum number of function evaluations has been exceeded. after 631 iterations, 1600 evaluations
random destroy transition at 110
optimisation finished successfully after 64 iterations, 142 evaluations
accept destroy segment 110
random create transition at 81
random create transition at 111
random create transition at 112
optimisation finished successfully after 94 iterations, 189 evaluations
accept create segment at 112
random destroy transition at 22
optimisation finished successfully after 123 iterations, 206 evaluations
random destroy transition at 35
optimisation finished successfully after 107 iterations, 197 evaluations
random create transition at 43
optimisation finished successfully after 127 iterations, 239 evaluations
random create transition at 82
optimisation finished successfully after 100 iterations, 206 evaluations
accept create segment at 82
random destroy transition at 32
optimisation finished successfully after 86 iterations, 170 evaluations
random destroy transition at 83
optimisation finished successfully after 67 iterations, 144 evaluations
accept destroy segment 83
random destroy transition at 84
optimisation failed with message Maximum number of function evaluations has been exceeded. after 553 iterations, 1600 evaluations
random create transition at 113
optimisation finished successfully after 115 iterations, 231 evaluations
random destroy transition at 117
optimisation finished successfully after 103 iterations, 212 evaluations
accept destroy segment 117
random destroy transition at 103
optimisation finished successfully after 60 iterations, 155 evaluations
random destroy transition at 118
optimisation failed with message Maximum number of function evaluations has been exceeded. after 238 iterations, 1600 evaluations
random destroy transition at 119
optimisation finished successfully after 67 iterations, 147 evaluations
accept destroy segment 119
random create transition at 40
optimisation finished successfully after 69 iterations, 159 evaluations
random destroy transition at 120
optimisation finished successfully after 106 iterations, 208 evaluations
accept destroy segment 120
random create transition at 121
optimisation finished successfully after 95 iterations, 214 evaluations
accept create segment at 121
random create transition at 122
optimisation finished successfully after 121 iterations, 254 evaluations
random create transition at 124
optimisation finished successfully after 110 iterations, 242 evaluations
accept create segment at 124
random create transition at 130
optimisation failed with message Maximum number of function evaluations has been exceeded. after 240 iterations, 2000 evaluations
random destroy transition at 104
optimisation finished successfully after 39 iterations, 131 evaluations
random destroy transition at 125
optimisation failed with message Maximum number of function evaluations has been exceeded. after 217 iterations, 1600 evaluations
random destroy transition at 131
optimisation finished successfully after 126 iterations, 223 evaluations
random destroy transition at 132
optimisation failed with message Maximum number of function evaluations has been exceeded. after 604 iterations, 1600 evaluations
random create transition at 100
optimisation failed with message Maximum number of function evaluations has been exceeded. after 685 iterations, 2000 evaluations
random destroy transition at 5
optimisation finished successfully after 78 iterations, 152 evaluations
random destroy transition at 36
optimisation finished successfully after 80 iterations, 167 evaluations
accept destroy segment 36
random destroy transition at 115
optimisation finished successfully after 92 iterations, 180 evaluations
accept destroy segment 115
random create transition at 42
optimisation finished successfully after 75 iterations, 170 evaluations
random create transition at 69
optimisation finished successfully after 66 iterations, 166 evaluations
random create transition at 80
optimisation finished successfully after 66 iterations, 175 evaluations
random create transition at 105
optimisation finished successfully after 111 iterations, 216 evaluations
random destroy transition at 133
optimisation finished successfully after 96 iterations, 199 evaluations
random destroy transition at 135
optimisation finished successfully after 48 iterations, 131 evaluations
accept destroy segment 135
random create transition at 41
optimisation finished successfully after 96 iterations, 211 evaluations
accept create segment at 41
random destroy transition at 79
optimisation finished successfully after 198 iterations, 352 evaluations
random create transition at 137
optimisation finished successfully after 83 iterations, 186 evaluations
accept create segment at 137
random destroy transition at 20
optimisation finished successfully after 96 iterations, 179 evaluations
random create transition at 21
optimisation finished successfully after 56 iterations, 160 evaluations
random create transition at 23
optimisation finished successfully after 87 iterations, 185 evaluations
random create transition at 73
optimisation finished successfully after 77 iterations, 182 evaluations
accept create segment at 73
random create transition at 98
random destroy transition at 102
optimisation finished successfully after 130 iterations, 259 evaluations
random destroy transition at 50
optimisation finished successfully after 78 iterations, 151 evaluations
random create transition at 108
optimisation finished successfully after 94 iterations, 197 evaluations
accept create segment at 108
random destroy transition at 46
optimisation finished successfully after 172 iterations, 326 evaluations
accept destroy segment 46
random destroy transition at 90
optimisation failed with message Maximum number of function evaluations has been exceeded. after 619 iterations, 1600 evaluations
accept destroy segment 90
random create transition at 123
optimisation finished successfully after 76 iterations, 186 evaluations
accept create segment at 123
random create transition at 139
optimisation finished successfully after 64 iterations, 169 evaluations
random create transition at 60
optimisation finished successfully after 80 iterations, 171 evaluations
accept create segment at 60
random create transition at 128
optimisation finished successfully after 149 iterations, 284 evaluations
random destroy transition at 138
optimisation finished successfully after 90 iterations, 171 evaluations
accept destroy segment 138
random create transition at 140
optimisation finished successfully after 73 iterations, 204 evaluations
random create transition at 10
optimisation finished successfully after 74 iterations, 158 evaluations
random destroy transition at 127
optimisation failed with message Maximum number of function evaluations has been exceeded. after 192 iterations, 1600 evaluations
random destroy transition at 141
optimisation finished successfully after 56 iterations, 140 evaluations
accept destroy segment 141
random create transition at 136
optimisation finished successfully after 78 iterations, 177 evaluations
accept create segment at 136
random destroy transition at 143
optimisation finished successfully after 81 iterations, 164 evaluations
accept destroy segment 143
random create transition at 144
optimisation finished successfully after 103 iterations, 200 evaluations
random destroy transition at 145
optimisation finished successfully after 78 iterations, 155 evaluations
random create transition at 148
optimisation finished successfully after 108 iterations, 207 evaluations
accept create segment at 148
random destroy transition at 150
optimisation finished successfully after 65 iterations, 146 evaluations
accept destroy segment 150
random destroy transition at 152
optimisation finished successfully after 99 iterations, 180 evaluations
accept destroy segment 152
random create transition at 154
optimisation finished successfully after 51 iterations, 156 evaluations
accept create segment at 154
random destroy transition at 153
optimisation finished successfully after 160 iterations, 281 evaluations
random destroy transition at 157
optimisation finished successfully after 71 iterations, 179 evaluations
accept destroy segment 157
random create transition at 159
optimisation finished successfully after 81 iterations, 201 evaluations
accept create segment at 159
random destroy transition at 78
optimisation finished successfully after 74 iterations, 193 evaluations
random destroy transition at 146
optimisation finished successfully after 83 iterations, 162 evaluations
random destroy transition at 2
optimisation finished successfully after 68 iterations, 130 evaluations
random destroy transition at 158
optimisation finished successfully after 224 iterations, 365 evaluations
random destroy transition at 160
optimisation finished successfully after 63 iterations, 136 evaluations
accept destroy segment 160
random create transition at 162
optimisation finished successfully after 87 iterations, 216 evaluations
accept create segment at 162
random create transition at 9
optimisation finished successfully after 116 iterations, 197 evaluations
accept create segment at 9
random create transition at 161
optimisation finished successfully after 52 iterations, 163 evaluations
accept create segment at 161
random destroy transition at 164
optimisation finished successfully after 89 iterations, 203 evaluations
accept destroy segment 164
random create transition at 0
optimisation finished successfully after 52 iterations, 106 evaluations
random create transition at 10
random destroy transition at 42
optimisation finished successfully after 74 iterations, 158 evaluations
accept destroy segment 42
random destroy transition at 43
optimisation finished successfully after 86 iterations, 184 evaluations
random create transition at 47
optimisation failed with message Maximum number of function evaluations has been exceeded. after 246 iterations, 2000 evaluations
random create transition at 61
optimisation finished successfully after 69 iterations, 176 evaluations
random destroy transition at 91
optimisation failed with message Maximum number of function evaluations has been exceeded. after 675 iterations, 1600 evaluations
random destroy transition at 155
optimisation finished successfully after 43 iterations, 121 evaluations
accept destroy segment 155
random create transition at 165
optimisation finished successfully after 109 iterations, 215 evaluations
random destroy transition at 166
optimisation finished successfully after 88 iterations, 167 evaluations
accept destroy segment 166
random create transition at 3
optimisation failed with message Maximum number of function evaluations has been exceeded. after 621 iterations, 2000 evaluations
random destroy transition at 4
optimisation finished successfully after 66 iterations, 128 evaluations
accept destroy segment 4
random destroy transition at 5
optimisation finished successfully after 91 iterations, 153 evaluations
random create transition at 24
optimisation finished successfully after 135 iterations, 241 evaluations
accept create segment at 24
random destroy transition at 28
optimisation finished successfully after 56 iterations, 123 evaluations
random create transition at 33
optimisation finished successfully after 99 iterations, 194 evaluations
random create transition at 44
random create transition at 67
optimisation finished successfully after 111 iterations, 232 evaluations
random create transition at 68
optimisation finished successfully after 72 iterations, 175 evaluations
random create transition at 34
optimisation finished successfully after 45 iterations, 148 evaluations
random destroy transition at 85
optimisation finished successfully after 121 iterations, 231 evaluations
accept destroy segment 85
random create transition at 106
optimisation finished successfully after 48 iterations, 146 evaluations
accept create segment at 106
random create transition at 93
random create transition at 126
optimisation finished successfully after 98 iterations, 220 evaluations
random create transition at 97
optimisation finished successfully after 319 iterations, 522 evaluations
accept create segment at 97
random create transition at 129
optimisation failed with message Maximum number of function evaluations has been exceeded. after 238 iterations, 2000 evaluations
random destroy transition at 139
optimisation finished successfully after 111 iterations, 219 evaluations
random destroy transition at 147
optimisation finished successfully after 88 iterations, 194 evaluations
random destroy transition at 167
optimisation finished successfully after 105 iterations, 194 evaluations
random destroy transition at 168
optimisation finished successfully after 63 iterations, 123 evaluations
random create transition at 107
optimisation finished successfully after 152 iterations, 295 evaluations
accept create segment at 107
random create transition at 170
optimisation finished successfully after 99 iterations, 187 evaluations
random create transition at 172
optimisation finished successfully after 87 iterations, 189 evaluations
random destroy transition at 173
optimisation finished successfully after 54 iterations, 132 evaluations
random create transition at 174
optimisation finished successfully after 74 iterations, 168 evaluations
random create transition at 175
optimisation finished successfully after 35 iterations, 131 evaluations
random destroy transition at 176
optimisation finished successfully after 94 iterations, 185 evaluations
random destroy transition at 177
optimisation finished successfully after 144 iterations, 277 evaluations
random create transition at 179
optimisation finished successfully after 81 iterations, 183 evaluations
accept create segment at 179
random create transition at 182
optimisation failed with message Maximum number of function evaluations has been exceeded. after 246 iterations, 2000 evaluations
random destroy transition at 183
optimisation finished successfully after 113 iterations, 210 evaluations
accept destroy segment 183
random create transition at 171
optimisation finished successfully after 74 iterations, 161 evaluations
accept create segment at 171
random destroy transition at 27
optimisation finished successfully after 68 iterations, 142 evaluations
random create transition at 98
random create transition at 180
optimisation finished successfully after 71 iterations, 178 evaluations
random create transition at 185
random create transition at 187
optimisation finished successfully after 84 iterations, 183 evaluations
accept create segment at 187
random create transition at 188
optimisation finished successfully after 53 iterations, 155 evaluations
random destroy transition at 59
optimisation finished successfully after 33 iterations, 108 evaluations
accept destroy segment 59
random create transition at 190
optimisation finished successfully after 77 iterations, 173 evaluations
accept create segment at 190
random destroy transition at 191
optimisation finished successfully after 66 iterations, 142 evaluations
accept destroy segment 191
random create transition at 192
random create transition at 193
optimisation finished successfully after 74 iterations, 200 evaluations
random destroy transition at 195
optimisation finished successfully after 109 iterations, 209 evaluations
random create transition at 197
random destroy transition at 198
optimisation finished successfully after 67 iterations, 148 evaluations
accept destroy segment 198
random create transition at 111
optimisation finished successfully after 117 iterations, 232 evaluations
random destroy transition at 199
optimisation finished successfully after 89 iterations, 169 evaluations
random create transition at 200
optimisation finished successfully after 80 iterations, 184 evaluations
random create transition at 201
optimisation finished successfully after 141 iterations, 263 evaluations
accept create segment at 201
random destroy transition at 203
optimisation finished successfully after 53 iterations, 147 evaluations
accept destroy segment 203
random destroy transition at 204
optimisation finished successfully after 95 iterations, 180 evaluations
random create transition at 206
optimisation finished successfully after 112 iterations, 248 evaluations
accept create segment at 206
random create transition at 207
random destroy transition at 208
optimisation finished successfully after 85 iterations, 181 evaluations
accept destroy segment 208
random create transition at 209
optimisation failed with message Maximum number of function evaluations has been exceeded. after 619 iterations, 2000 evaluations
accept create segment at 209
random destroy transition at 211
optimisation finished successfully after 74 iterations, 159 evaluations
random create transition at 212
optimisation finished successfully after 79 iterations, 173 evaluations
accept create segment at 212
random create transition at 213
optimisation finished successfully after 137 iterations, 246 evaluations
accept create segment at 213
random destroy transition at 214
optimisation finished successfully after 66 iterations, 164 evaluations
accept destroy segment 214
random create transition at 216
optimisation finished successfully after 107 iterations, 236 evaluations
random destroy transition at 218
optimisation finished successfully after 31 iterations, 139 evaluations
accept destroy segment 218
random create transition at 220
random create transition at 122
optimisation finished successfully after 98 iterations, 197 evaluations
accept create segment at 122
random destroy transition at 204
optimisation finished successfully after 89 iterations, 170 evaluations
accept destroy segment 204
random destroy transition at 210
optimisation failed with message Maximum number of function evaluations has been exceeded. after 498 iterations, 1600 evaluations
accept destroy segment 210
random create transition at 125
random create transition at 219
optimisation finished successfully after 115 iterations, 240 evaluations
accept create segment at 219
random create transition at 193
optimisation finished successfully after 57 iterations, 153 evaluations
random create transition at 222
random create transition at 223
random create transition at 224
optimisation finished successfully after 77 iterations, 182 evaluations
accept create segment at 224
random destroy transition at 225
optimisation finished successfully after 81 iterations, 171 evaluations
random destroy transition at 226
optimisation finished successfully after 40 iterations, 116 evaluations
accept destroy segment 226
random create transition at 227
optimisation finished successfully after 84 iterations, 174 evaluations
accept create segment at 227
random create transition at 61
optimisation finished successfully after 54 iterations, 145 evaluations
random create transition at 228
optimisation finished successfully after 122 iterations, 232 evaluations
random destroy transition at 229
optimisation finished successfully after 112 iterations, 192 evaluations
accept destroy segment 229
random create transition at 230
optimisation finished successfully after 137 iterations, 246 evaluations
random create transition at 231
optimisation finished successfully after 96 iterations, 203 evaluations
accept create segment at 231
random create transition at 216
optimisation finished successfully after 105 iterations, 206 evaluations
random create transition at 232
optimisation finished successfully after 81 iterations, 198 evaluations
accept create segment at 232
random destroy transition at 233
optimisation finished successfully after 73 iterations, 152 evaluations
random destroy transition at 144
optimisation finished successfully after 113 iterations, 210 evaluations
accept destroy segment 144
random destroy transition at 145
optimisation failed with message Maximum number of function evaluations has been exceeded. after 209 iterations, 1600 evaluations
random destroy transition at 234
optimisation finished successfully after 87 iterations, 172 evaluations
accept destroy segment 234
random destroy transition at 235
optimisation finished successfully after 99 iterations, 180 evaluations
random create transition at 236
optimisation finished successfully after 104 iterations, 199 evaluations
random create transition at 237
optimisation finished successfully after 134 iterations, 270 evaluations
accept create segment at 237
random destroy transition at 239
optimisation finished successfully after 97 iterations, 211 evaluations
random create transition at 240
optimisation finished successfully after 98 iterations, 200 evaluations
accept create segment at 240
random destroy transition at 242
optimisation finished successfully after 61 iterations, 127 evaluations
accept destroy segment 242
random create transition at 243
random create transition at 244
optimisation finished successfully after 87 iterations, 211 evaluations
accept create segment at 244
random create transition at 245
optimisation finished successfully after 95 iterations, 172 evaluations
random create transition at 246
optimisation finished successfully after 80 iterations, 156 evaluations
random create transition at 247
optimisation finished successfully after 111 iterations, 203 evaluations
random create transition at 248
optimisation finished successfully after 72 iterations, 164 evaluations
random create transition at 249
optimisation finished successfully after 120 iterations, 240 evaluations
random create transition at 250
optimisation finished successfully after 49 iterations, 136 evaluations
accept create segment at 250
random destroy transition at 43
optimisation finished successfully after 172 iterations, 280 evaluations
random destroy transition at 251
optimisation finished successfully after 56 iterations, 142 evaluations
accept destroy segment 251
random destroy transition at 239
optimisation finished successfully after 74 iterations, 161 evaluations
random create transition at 252
optimisation finished successfully after 113 iterations, 231 evaluations
random destroy transition at 253
optimisation finished successfully after 91 iterations, 156 evaluations
accept destroy segment 253
random destroy transition at 5
optimisation finished successfully after 86 iterations, 155 evaluations
random create transition at 254
optimisation finished successfully after 86 iterations, 170 evaluations
accept create segment at 254
random destroy transition at 255
