----------------------------------------------------------
initial solve
optimisation failed with message Maximum number of function evaluations has been exceeded. after 574 iterations, 1600 evaluations
optimisation finished successfully after 82 iterations, 191 evaluations
optimisation finished successfully after 92 iterations, 183 evaluations
optimisation finished successfully after 67 iterations, 174 evaluations
optimisation finished successfully after 88 iterations, 213 evaluations
optimisation finished successfully after 59 iterations, 157 evaluations
optimisation finished successfully after 114 iterations, 226 evaluations
optimisation finished successfully after 88 iterations, 191 evaluations
optimisation finished successfully after 59 iterations, 159 evaluations
optimisation finished successfully after 82 iterations, 211 evaluations
optimisation finished successfully after 74 iterations, 191 evaluations
optimisation failed with message Maximum number of function evaluations has been exceeded. after 244 iterations, 2000 evaluations
optimisation finished successfully after 130 iterations, 235 evaluations
optimisation finished successfully after 104 iterations, 207 evaluations
optimisation finished successfully after 79 iterations, 182 evaluations
optimisation finished successfully after 120 iterations, 239 evaluations
optimisation finished successfully after 91 iterations, 187 evaluations
optimisation finished successfully after 68 iterations, 181 evaluations
optimisation finished successfully after 119 iterations, 223 evaluations
optimisation finished successfully after 52 iterations, 166 evaluations
optimisation failed with message Maximum number of function evaluations has been exceeded. after 253 iterations, 2000 evaluations
optimisation finished successfully after 99 iterations, 214 evaluations
optimisation finished successfully after 101 iterations, 206 evaluations
optimisation finished successfully after 119 iterations, 229 evaluations
optimisation finished successfully after 167 iterations, 292 evaluations
optimisation finished successfully after 62 iterations, 160 evaluations
optimisation finished successfully after 96 iterations, 221 evaluations
optimisation finished successfully after 85 iterations, 202 evaluations
optimisation finished successfully after 98 iterations, 204 evaluations
optimisation finished successfully after 99 iterations, 208 evaluations
optimisation finished successfully after 80 iterations, 173 evaluations
optimisation finished successfully after 101 iterations, 221 evaluations
optimisation finished successfully after 55 iterations, 155 evaluations
optimisation finished successfully after 127 iterations, 226 evaluations
optimisation finished successfully after 96 iterations, 205 evaluations
optimisation finished successfully after 64 iterations, 163 evaluations
optimisation finished successfully after 92 iterations, 198 evaluations
optimisation finished successfully after 122 iterations, 230 evaluations
optimisation finished successfully after 59 iterations, 161 evaluations
optimisation finished successfully after 94 iterations, 217 evaluations
optimisation finished successfully after 86 iterations, 214 evaluations
optimisation finished successfully after 152 iterations, 297 evaluations
optimisation finished successfully after 138 iterations, 252 evaluations
optimisation finished successfully after 106 iterations, 220 evaluations
optimisation finished successfully after 121 iterations, 238 evaluations
optimisation finished successfully after 91 iterations, 201 evaluations
optimisation finished successfully after 93 iterations, 201 evaluations
optimisation finished successfully after 129 iterations, 239 evaluations
optimisation finished successfully after 108 iterations, 225 evaluations
optimisation finished successfully after 98 iterations, 197 evaluations
optimisation finished successfully after 70 iterations, 167 evaluations
optimisation finished successfully after 78 iterations, 186 evaluations
optimisation finished successfully after 52 iterations, 156 evaluations
optimisation finished successfully after 89 iterations, 206 evaluations
optimisation finished successfully after 110 iterations, 213 evaluations
optimisation finished successfully after 85 iterations, 196 evaluations
optimisation finished successfully after 91 iterations, 201 evaluations
optimisation finished successfully after 97 iterations, 203 evaluations
optimisation finished successfully after 145 iterations, 266 evaluations
optimisation finished successfully after 85 iterations, 183 evaluations
optimisation finished successfully after 102 iterations, 191 evaluations
optimisation finished successfully after 75 iterations, 170 evaluations
optimisation finished successfully after 116 iterations, 209 evaluations
optimisation finished successfully after 140 iterations, 262 evaluations
optimisation failed with message Maximum number of function evaluations has been exceeded. after 643 iterations, 2000 evaluations
optimisation failed with message Maximum number of function evaluations has been exceeded. after 239 iterations, 2000 evaluations
optimisation failed with message Maximum number of function evaluations has been exceeded. after 848 iterations, 2000 evaluations
optimisation failed with message Maximum number of function evaluations has been exceeded. after 361 iterations, 2000 evaluations
optimisation failed with message Maximum number of function evaluations has been exceeded. after 755 iterations, 2000 evaluations
optimisation failed with message Maximum number of function evaluations has been exceeded. after 814 iterations, 2000 evaluations
optimisation finished successfully after 162 iterations, 277 evaluations
optimisation failed with message Maximum number of function evaluations has been exceeded. after 872 iterations, 2000 evaluations
optimisation finished successfully after 139 iterations, 279 evaluations
optimisation finished successfully after 78 iterations, 190 evaluations
optimisation finished successfully after 122 iterations, 248 evaluations
optimisation finished successfully after 327 iterations, 523 evaluations
optimisation failed with message Maximum number of function evaluations has been exceeded. after 845 iterations, 2000 evaluations
optimisation finished successfully after 138 iterations, 268 evaluations
optimisation finished successfully after 126 iterations, 251 evaluations
optimisation finished successfully after 56 iterations, 157 evaluations
optimisation finished successfully after 76 iterations, 182 evaluations
optimisation finished successfully after 52 iterations, 149 evaluations
optimisation finished successfully after 71 iterations, 175 evaluations
optimisation finished successfully after 68 iterations, 166 evaluations
optimisation finished successfully after 67 iterations, 181 evaluations
optimisation finished successfully after 85 iterations, 194 evaluations
optimisation finished successfully after 73 iterations, 177 evaluations
optimisation finished successfully after 85 iterations, 185 evaluations
optimisation finished successfully after 74 iterations, 189 evaluations
optimisation finished successfully after 116 iterations, 255 evaluations
optimisation finished successfully after 106 iterations, 205 evaluations
optimisation finished successfully after 100 iterations, 207 evaluations
optimisation finished successfully after 153 iterations, 278 evaluations
optimisation finished successfully after 109 iterations, 211 evaluations
optimisation finished successfully after 91 iterations, 200 evaluations
optimisation finished successfully after 115 iterations, 215 evaluations
optimisation finished successfully after 103 iterations, 215 evaluations
optimisation finished successfully after 70 iterations, 161 evaluations
optimisation finished successfully after 101 iterations, 208 evaluations
optimisation finished successfully after 113 iterations, 218 evaluations
optimisation finished successfully after 116 iterations, 220 evaluations
optimisation finished successfully after 109 iterations, 208 evaluations
optimisation finished successfully after 103 iterations, 199 evaluations
optimisation finished successfully after 84 iterations, 189 evaluations
optimisation finished successfully after 84 iterations, 205 evaluations
optimisation finished successfully after 101 iterations, 212 evaluations
optimisation finished successfully after 60 iterations, 164 evaluations
optimisation finished successfully after 70 iterations, 177 evaluations
optimisation finished successfully after 106 iterations, 218 evaluations
optimisation finished successfully after 99 iterations, 208 evaluations
optimisation finished successfully after 121 iterations, 236 evaluations
optimisation finished successfully after 115 iterations, 237 evaluations
optimisation finished successfully after 136 iterations, 258 evaluations
optimisation finished successfully after 124 iterations, 245 evaluations
optimisation finished successfully after 107 iterations, 220 evaluations
optimisation finished successfully after 103 iterations, 208 evaluations
optimisation finished successfully after 85 iterations, 200 evaluations
optimisation finished successfully after 101 iterations, 219 evaluations
optimisation finished successfully after 77 iterations, 186 evaluations
optimisation finished successfully after 82 iterations, 184 evaluations
optimisation finished successfully after 94 iterations, 198 evaluations
optimisation finished successfully after 91 iterations, 190 evaluations
optimisation finished successfully after 134 iterations, 247 evaluations
optimisation finished successfully after 200 iterations, 328 evaluations
optimisation finished successfully after 91 iterations, 196 evaluations
optimisation finished successfully after 47 iterations, 139 evaluations
optimisation finished successfully after 75 iterations, 173 evaluations
optimisation finished successfully after 99 iterations, 212 evaluations
optimisation finished successfully after 56 iterations, 159 evaluations
optimisation finished successfully after 75 iterations, 174 evaluations
optimisation finished successfully after 61 iterations, 153 evaluations
optimisation finished successfully after 83 iterations, 196 evaluations
optimisation finished successfully after 101 iterations, 198 evaluations
optimisation finished successfully after 89 iterations, 196 evaluations
optimisation finished successfully after 100 iterations, 207 evaluations
optimisation finished successfully after 127 iterations, 237 evaluations
optimisation finished successfully after 95 iterations, 194 evaluations
optimisation finished successfully after 83 iterations, 194 evaluations
optimisation finished successfully after 83 iterations, 187 evaluations
optimisation finished successfully after 74 iterations, 165 evaluations
optimisation finished successfully after 103 iterations, 204 evaluations
optimisation finished successfully after 111 iterations, 213 evaluations
optimisation finished successfully after 91 iterations, 193 evaluations
optimisation finished successfully after 80 iterations, 181 evaluations
optimisation finished successfully after 123 iterations, 245 evaluations
optimisation finished successfully after 71 iterations, 169 evaluations
optimisation finished successfully after 84 iterations, 179 evaluations
optimisation finished successfully after 127 iterations, 226 evaluations
optimisation finished successfully after 127 iterations, 223 evaluations
optimisation finished successfully after 99 iterations, 201 evaluations
optimisation finished successfully after 97 iterations, 194 evaluations
optimisation finished successfully after 70 iterations, 162 evaluations
optimisation finished successfully after 72 iterations, 180 evaluations
optimisation finished successfully after 63 iterations, 155 evaluations
optimisation finished successfully after 154 iterations, 275 evaluations
optimisation finished successfully after 89 iterations, 185 evaluations
optimisation finished successfully after 68 iterations, 160 evaluations
optimisation finished successfully after 79 iterations, 182 evaluations
optimisation finished successfully after 39 iterations, 123 evaluations
optimisation finished successfully after 51 iterations, 129 evaluations
optimisation finished successfully after 65 iterations, 151 evaluations
optimisation finished successfully after 55 iterations, 143 evaluations
optimisation finished successfully after 57 iterations, 170 evaluations
optimisation finished successfully after 61 iterations, 169 evaluations
optimisation finished successfully after 47 iterations, 136 evaluations
optimisation finished successfully after 65 iterations, 161 evaluations
optimisation finished successfully after 81 iterations, 177 evaluations
optimisation finished successfully after 123 iterations, 225 evaluations
optimisation finished successfully after 170 iterations, 301 evaluations
optimisation finished successfully after 102 iterations, 223 evaluations
optimisation finished successfully after 194 iterations, 340 evaluations
optimisation finished successfully after 177 iterations, 305 evaluations
optimisation finished successfully after 117 iterations, 222 evaluations
optimisation finished successfully after 129 iterations, 238 evaluations
optimisation finished successfully after 131 iterations, 237 evaluations
optimisation finished successfully after 138 iterations, 247 evaluations
optimisation finished successfully after 77 iterations, 171 evaluations
optimisation finished successfully after 126 iterations, 226 evaluations
optimisation finished successfully after 92 iterations, 192 evaluations
optimisation finished successfully after 123 iterations, 239 evaluations
optimisation finished successfully after 100 iterations, 209 evaluations
optimisation finished successfully after 94 iterations, 203 evaluations
optimisation finished successfully after 142 iterations, 264 evaluations
optimisation finished successfully after 123 iterations, 242 evaluations
optimisation finished successfully after 85 iterations, 182 evaluations
optimisation finished successfully after 76 iterations, 182 evaluations
optimisation finished successfully after 126 iterations, 265 evaluations
optimisation finished successfully after 88 iterations, 194 evaluations
optimisation finished successfully after 109 iterations, 221 evaluations
optimisation finished successfully after 83 iterations, 184 evaluations
optimisation finished successfully after 98 iterations, 202 evaluations
optimisation finished successfully after 114 iterations, 223 evaluations
optimisation finished successfully after 124 iterations, 255 evaluations
optimisation finished successfully after 122 iterations, 244 evaluations
optimisation finished successfully after 145 iterations, 269 evaluations
optimisation finished successfully after 131 iterations, 255 evaluations
optimisation finished successfully after 82 iterations, 192 evaluations
optimisation finished successfully after 91 iterations, 206 evaluations
optimisation finished successfully after 78 iterations, 179 evaluations
optimisation finished successfully after 82 iterations, 182 evaluations
optimisation finished successfully after 104 iterations, 210 evaluations
optimisation finished successfully after 136 iterations, 275 evaluations
optimisation finished successfully after 95 iterations, 198 evaluations
optimisation finished successfully after 162 iterations, 302 evaluations
optimisation finished successfully after 134 iterations, 269 evaluations
optimisation finished successfully after 120 iterations, 223 evaluations
optimisation finished successfully after 128 iterations, 255 evaluations
optimisation finished successfully after 164 iterations, 317 evaluations
optimisation finished successfully after 101 iterations, 202 evaluations
optimisation finished successfully after 86 iterations, 195 evaluations
optimisation finished successfully after 105 iterations, 213 evaluations
optimisation finished successfully after 119 iterations, 228 evaluations
optimisation finished successfully after 114 iterations, 225 evaluations
optimisation finished successfully after 91 iterations, 210 evaluations
optimisation finished successfully after 189 iterations, 332 evaluations
optimisation finished successfully after 90 iterations, 193 evaluations
optimisation finished successfully after 92 iterations, 203 evaluations
optimisation finished successfully after 106 iterations, 209 evaluations
optimisation finished successfully after 105 iterations, 209 evaluations
optimisation finished successfully after 149 iterations, 287 evaluations
optimisation finished successfully after 95 iterations, 207 evaluations
optimisation finished successfully after 95 iterations, 218 evaluations
optimisation finished successfully after 145 iterations, 271 evaluations
optimisation finished successfully after 117 iterations, 233 evaluations
optimisation finished successfully after 88 iterations, 205 evaluations
optimisation finished successfully after 52 iterations, 154 evaluations
optimisation finished successfully after 120 iterations, 240 evaluations
optimisation finished successfully after 63 iterations, 162 evaluations
optimisation finished successfully after 137 iterations, 256 evaluations
optimisation finished successfully after 114 iterations, 219 evaluations
optimisation finished successfully after 102 iterations, 214 evaluations
optimisation finished successfully after 158 iterations, 284 evaluations
optimisation finished successfully after 105 iterations, 212 evaluations
optimisation finished successfully after 158 iterations, 273 evaluations
optimisation finished successfully after 94 iterations, 195 evaluations
optimisation finished successfully after 130 iterations, 244 evaluations
optimisation finished successfully after 68 iterations, 169 evaluations
optimisation finished successfully after 134 iterations, 263 evaluations
optimisation finished successfully after 95 iterations, 231 evaluations
optimisation finished successfully after 95 iterations, 210 evaluations
optimisation finished successfully after 106 iterations, 228 evaluations
optimisation finished successfully after 102 iterations, 214 evaluations
optimisation finished successfully after 102 iterations, 207 evaluations
optimisation finished successfully after 76 iterations, 180 evaluations
optimisation finished successfully after 66 iterations, 183 evaluations
optimisation finished successfully after 86 iterations, 198 evaluations
optimisation finished successfully after 118 iterations, 229 evaluations
optimisation finished successfully after 109 iterations, 234 evaluations
optimisation finished successfully after 163 iterations, 287 evaluations
optimisation finished successfully after 99 iterations, 209 evaluations
optimisation finished successfully after 81 iterations, 194 evaluations
optimisation finished successfully after 70 iterations, 193 evaluations
optimisation finished successfully after 100 iterations, 215 evaluations
optimisation finished successfully after 123 iterations, 265 evaluations
optimisation finished successfully after 101 iterations, 235 evaluations
optimisation finished successfully after 102 iterations, 226 evaluations
optimisation finished successfully after 99 iterations, 202 evaluations
optimisation finished successfully after 101 iterations, 219 evaluations
optimisation finished successfully after 65 iterations, 173 evaluations
optimisation failed with message Maximum number of function evaluations has been exceeded. after 783 iterations, 2000 evaluations
optimisation finished successfully after 205 iterations, 360 evaluations
optimisation finished successfully after 99 iterations, 236 evaluations
optimisation finished successfully after 77 iterations, 194 evaluations
optimisation finished successfully after 154 iterations, 295 evaluations
optimisation finished successfully after 86 iterations, 194 evaluations
optimisation finished successfully after 39 iterations, 136 evaluations
optimisation finished successfully after 141 iterations, 286 evaluations
optimisation finished successfully after 87 iterations, 224 evaluations
optimisation finished successfully after 107 iterations, 225 evaluations
optimisation finished successfully after 91 iterations, 215 evaluations
optimisation finished successfully after 89 iterations, 204 evaluations
optimisation finished successfully after 133 iterations, 242 evaluations
optimisation finished successfully after 83 iterations, 199 evaluations
optimisation finished successfully after 60 iterations, 180 evaluations
optimisation finished successfully after 120 iterations, 234 evaluations
optimisation failed with message Maximum number of function evaluations has been exceeded. after 236 iterations, 2000 evaluations
optimisation failed with message Maximum number of function evaluations has been exceeded. after 845 iterations, 2000 evaluations
optimisation finished successfully after 246 iterations, 414 evaluations
optimisation finished successfully after 624 iterations, 989 evaluations
optimisation finished successfully after 136 iterations, 289 evaluations
optimisation finished successfully after 42 iterations, 147 evaluations
optimisation finished successfully after 65 iterations, 163 evaluations
optimisation finished successfully after 59 iterations, 166 evaluations
optimisation finished successfully after 163 iterations, 309 evaluations
optimisation finished successfully after 209 iterations, 392 evaluations
optimisation finished successfully after 82 iterations, 214 evaluations
optimisation finished successfully after 116 iterations, 240 evaluations
optimisation finished successfully after 121 iterations, 249 evaluations
optimisation finished successfully after 130 iterations, 235 evaluations
optimisation finished successfully after 150 iterations, 288 evaluations
optimisation finished successfully after 118 iterations, 227 evaluations
optimisation finished successfully after 140 iterations, 278 evaluations
optimisation finished successfully after 103 iterations, 222 evaluations
optimisation finished successfully after 138 iterations, 254 evaluations
optimisation finished successfully after 135 iterations, 246 evaluations
optimisation finished successfully after 140 iterations, 306 evaluations
optimisation finished successfully after 167 iterations, 302 evaluations
optimisation finished successfully after 80 iterations, 196 evaluations
optimisation finished successfully after 77 iterations, 189 evaluations
optimisation finished successfully after 100 iterations, 218 evaluations
optimisation finished successfully after 85 iterations, 221 evaluations
optimisation finished successfully after 118 iterations, 248 evaluations
optimisation finished successfully after 119 iterations, 228 evaluations
optimisation finished successfully after 191 iterations, 359 evaluations
optimisation finished successfully after 171 iterations, 322 evaluations
optimisation finished successfully after 89 iterations, 196 evaluations
optimisation finished successfully after 140 iterations, 269 evaluations
optimisation finished successfully after 137 iterations, 282 evaluations
optimisation finished successfully after 96 iterations, 203 evaluations
optimisation finished successfully after 96 iterations, 206 evaluations
optimisation finished successfully after 126 iterations, 247 evaluations
optimisation finished successfully after 111 iterations, 231 evaluations
optimisation finished successfully after 101 iterations, 236 evaluations
optimisation finished successfully after 111 iterations, 220 evaluations
optimisation finished successfully after 110 iterations, 221 evaluations
optimisation finished successfully after 121 iterations, 234 evaluations
optimisation finished successfully after 93 iterations, 213 evaluations
optimisation finished successfully after 124 iterations, 253 evaluations
optimisation finished successfully after 157 iterations, 301 evaluations
optimisation finished successfully after 113 iterations, 238 evaluations
optimisation finished successfully after 137 iterations, 272 evaluations
optimisation finished successfully after 181 iterations, 324 evaluations
optimisation failed with message Maximum number of function evaluations has been exceeded. after 619 iterations, 2000 evaluations
optimisation finished successfully after 96 iterations, 204 evaluations
optimisation finished successfully after 107 iterations, 226 evaluations
optimisation finished successfully after 102 iterations, 212 evaluations
optimisation finished successfully after 72 iterations, 192 evaluations
optimisation finished successfully after 91 iterations, 211 evaluations
optimisation finished successfully after 137 iterations, 264 evaluations
optimisation finished successfully after 114 iterations, 238 evaluations
optimisation finished successfully after 139 iterations, 269 evaluations
optimisation finished successfully after 94 iterations, 204 evaluations
optimisation finished successfully after 121 iterations, 240 evaluations
optimisation finished successfully after 78 iterations, 185 evaluations
optimisation finished successfully after 116 iterations, 218 evaluations
optimisation finished successfully after 143 iterations, 290 evaluations
optimisation finished successfully after 112 iterations, 215 evaluations
optimisation finished successfully after 97 iterations, 218 evaluations
optimisation finished successfully after 91 iterations, 207 evaluations
optimisation finished successfully after 134 iterations, 249 evaluations
optimisation finished successfully after 148 iterations, 282 evaluations
optimisation finished successfully after 122 iterations, 242 evaluations
optimisation finished successfully after 93 iterations, 203 evaluations
optimisation finished successfully after 93 iterations, 211 evaluations
optimisation finished successfully after 120 iterations, 233 evaluations
optimisation finished successfully after 142 iterations, 260 evaluations
optimisation finished successfully after 61 iterations, 159 evaluations
optimisation finished successfully after 115 iterations, 222 evaluations
optimisation finished successfully after 94 iterations, 232 evaluations
optimisation finished successfully after 124 iterations, 237 evaluations
optimisation finished successfully after 75 iterations, 193 evaluations
optimisation finished successfully after 148 iterations, 281 evaluations
optimisation finished successfully after 96 iterations, 221 evaluations
optimisation finished successfully after 112 iterations, 231 evaluations
optimisation finished successfully after 87 iterations, 189 evaluations
optimisation finished successfully after 91 iterations, 219 evaluations
optimisation finished successfully after 75 iterations, 189 evaluations
optimisation finished successfully after 59 iterations, 165 evaluations
optimisation finished successfully after 145 iterations, 269 evaluations
optimisation finished successfully after 75 iterations, 184 evaluations
optimisation finished successfully after 79 iterations, 186 evaluations
optimisation finished successfully after 80 iterations, 185 evaluations
optimisation finished successfully after 90 iterations, 219 evaluations
optimisation finished successfully after 99 iterations, 212 evaluations
optimisation finished successfully after 83 iterations, 193 evaluations
optimisation finished successfully after 70 iterations, 176 evaluations
optimisation finished successfully after 88 iterations, 197 evaluations
optimisation finished successfully after 75 iterations, 188 evaluations
optimisation finished successfully after 80 iterations, 196 evaluations
optimisation finished successfully after 70 iterations, 196 evaluations
optimisation finished successfully after 75 iterations, 209 evaluations
optimisation finished successfully after 267 iterations, 454 evaluations
optimisation finished successfully after 140 iterations, 269 evaluations
optimisation finished successfully after 103 iterations, 232 evaluations
optimisation finished successfully after 138 iterations, 269 evaluations
optimisation finished successfully after 83 iterations, 200 evaluations
optimisation finished successfully after 96 iterations, 206 evaluations
optimisation finished successfully after 104 iterations, 208 evaluations
optimisation finished successfully after 49 iterations, 157 evaluations
optimisation finished successfully after 45 iterations, 144 evaluations
optimisation finished successfully after 81 iterations, 195 evaluations
optimisation finished successfully after 78 iterations, 183 evaluations
optimisation finished successfully after 93 iterations, 205 evaluations
optimisation finished successfully after 113 iterations, 249 evaluations
optimisation finished successfully after 88 iterations, 200 evaluations
optimisation finished successfully after 105 iterations, 240 evaluations
optimisation finished successfully after 78 iterations, 182 evaluations
optimisation finished successfully after 112 iterations, 258 evaluations
optimisation finished successfully after 80 iterations, 195 evaluations
optimisation finished successfully after 139 iterations, 274 evaluations
optimisation finished successfully after 112 iterations, 226 evaluations
optimisation finished successfully after 103 iterations, 213 evaluations
optimisation finished successfully after 87 iterations, 196 evaluations
optimisation finished successfully after 85 iterations, 194 evaluations
optimisation finished successfully after 90 iterations, 205 evaluations
optimisation finished successfully after 88 iterations, 203 evaluations
optimisation finished successfully after 103 iterations, 225 evaluations
optimisation finished successfully after 92 iterations, 201 evaluations
optimisation finished successfully after 109 iterations, 247 evaluations
optimisation finished successfully after 99 iterations, 215 evaluations
optimisation finished successfully after 106 iterations, 216 evaluations
optimisation finished successfully after 150 iterations, 276 evaluations
optimisation finished successfully after 93 iterations, 204 evaluations
optimisation finished successfully after 94 iterations, 197 evaluations
optimisation finished successfully after 124 iterations, 255 evaluations
optimisation finished successfully after 62 iterations, 176 evaluations
optimisation finished successfully after 32 iterations, 144 evaluations
optimisation finished successfully after 36 iterations, 142 evaluations
optimisation finished successfully after 77 iterations, 192 evaluations
optimisation finished successfully after 101 iterations, 217 evaluations
optimisation finished successfully after 62 iterations, 162 evaluations
optimisation finished successfully after 104 iterations, 203 evaluations
optimisation finished successfully after 100 iterations, 199 evaluations
optimisation finished successfully after 85 iterations, 193 evaluations
optimisation finished successfully after 120 iterations, 253 evaluations
optimisation finished successfully after 88 iterations, 199 evaluations
optimisation finished successfully after 80 iterations, 189 evaluations
optimisation finished successfully after 69 iterations, 169 evaluations
optimisation finished successfully after 91 iterations, 191 evaluations
optimisation finished successfully after 96 iterations, 195 evaluations
optimisation finished successfully after 50 iterations, 117 evaluations
----------------------------------------------------------
priority solve
random create transition at 479
optimisation finished successfully after 124 iterations, 251 evaluations
accept create segment at 479
random destroy transition at 247
optimisation finished successfully after 75 iterations, 154 evaluations
accept destroy segment 247
random destroy transition at 1
optimisation finished successfully after 67 iterations, 115 evaluations
accept destroy segment 1
random create transition at 2
optimisation finished successfully after 90 iterations, 183 evaluations
accept create segment at 2
random destroy transition at 3
optimisation finished successfully after 89 iterations, 169 evaluations
accept destroy segment 3
random destroy transition at 4
optimisation finished successfully after 120 iterations, 227 evaluations
accept destroy segment 4
random create transition at 5
optimisation finished successfully after 72 iterations, 168 evaluations
random create transition at 132
optimisation finished successfully after 85 iterations, 180 evaluations
accept create segment at 132
random create transition at 27
optimisation finished successfully after 109 iterations, 199 evaluations
random destroy transition at 130
optimisation finished successfully after 93 iterations, 182 evaluations
accept destroy segment 130
random destroy transition at 53
optimisation finished successfully after 77 iterations, 165 evaluations
random create transition at 31
optimisation finished successfully after 39 iterations, 136 evaluations
random create transition at 86
optimisation finished successfully after 108 iterations, 214 evaluations
accept create segment at 86
random create transition at 7
